Addendum AA -- ASC Covered Surgical Procedures for CY 2024                                                                                                                                (Including Surgical Procedures for Which Payment is Packaged)						
CPT codes and descriptions only are copyright 2023 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2023 American Dental Association.  All Rights Reserved.						
						
HCPCS Code		Short Descriptor	Subject to Multiple Procedure Discounting	July 2024  Payment Indicator	July 2024  Payment Weight  	July 2024 Payment Rate 
24685		Treat ulnar fracture	Y	J8	80.7194	"$4,319.62"
24800		Fusion of elbow joint	Y	A2	63.3954	"$3,392.54"
24802		Fusion/graft of elbow joint	Y	G2	121.4581	"$6,499.71"
24925		Amputation follow-up surgery	Y	A2	28.3804	"$1,518.75"
25000		Incision of tendon sheath	Y	A2	15.3033	$818.94
25001		Incise flexor carpi radialis	Y	G2	28.3804	"$1,518.75"
25020		Decompress forearm 1 space	Y	A2	15.3033	$818.94
25023		Decompress forearm 1 space	Y	A2	28.3804	"$1,518.75"
25024		Decompress forearm 2 spaces	Y	A2	28.3804	"$1,518.75"
25025		Decompress forearm 2 spaces	Y	A2	15.3033	$818.94
25028		Drainage of forearm lesion	Y	A2	28.3804	"$1,518.75"
25031		Drainage of forearm bursa	Y	A2	15.3033	$818.94
25035		Treat forearm bone lesion	Y	A2	63.3954	"$3,392.54"
25040		Explore/treat wrist joint	Y	A2	28.3804	"$1,518.75"
25065		Biopsy forearm soft tissues	Y	P3		$179.42
25066		Biopsy forearm soft tissues	Y	A2	21.6207	"$1,157.01"
25071		Exc forearm les sc 3 cm/>	Y	G2	12.7598	$682.83
25073		Exc forearm tum deep 3 cm/>	Y	G2	21.6207	"$1,157.01"
25075		Exc forearm les sc < 3 cm	Y	G2	12.7598	$682.83
25076		Exc forearm tum deep < 3 cm	Y	G2	12.7598	$682.83
25077		Resect forearm/wrist tum<3cm	Y	G2	21.6207	"$1,157.01"
25078		Resect forarm/wrist tum 3cm>	Y	G2	21.6207	"$1,157.01"
25085		Incision of wrist capsule	Y	A2	28.3804	"$1,518.75"
25100		Biopsy of wrist joint	Y	A2	28.3804	"$1,518.75"
25101		Explore/treat wrist joint	Y	A2	28.3804	"$1,518.75"
25105		Remove wrist joint lining	Y	A2	28.3804	"$1,518.75"
25107		Remove wrist joint cartilage	Y	A2	28.3804	"$1,518.75"
25109		Excise tendon forearm/wrist	Y	G2	28.3804	"$1,518.75"
25110		Remove wrist tendon lesion	Y	A2	15.3033	$818.94
25111		Remove wrist tendon lesion	Y	A2	15.3033	$818.94
25112		Reremove wrist tendon lesion	Y	A2	15.3033	$818.94
25115		Remove wrist/forearm lesion	Y	A2	15.3033	$818.94
25116		Remove wrist/forearm lesion	Y	A2	28.3804	"$1,518.75"
25118		Excise wrist tendon sheath	Y	A2	15.3033	$818.94
25119		Partial removal of ulna	Y	A2	28.3804	"$1,518.75"
25120		Removal of forearm lesion	Y	A2	28.3804	"$1,518.75"
25125		Remove/graft forearm lesion	Y	A2	15.3033	$818.94
25126		Remove/graft forearm lesion	Y	J8	35.7441	"$1,912.81"
25130		Removal of wrist lesion	Y	A2	28.3804	"$1,518.75"
25135		Remove & graft wrist lesion	Y	A2	63.3954	"$3,392.54"
25136		Remove & graft wrist lesion	Y	A2	63.3954	"$3,392.54"
25145		Remove forearm bone lesion	Y	A2	28.3804	"$1,518.75"
25150		Partial removal of ulna	Y	A2	28.3804	"$1,518.75"
25151		Partial removal of radius	Y	A2	28.3804	"$1,518.75"
25210		Removal of wrist bone	Y	A2	28.3804	"$1,518.75"
25215		Removal of wrist bones	Y	A2	28.3804	"$1,518.75"
25230		Partial removal of radius	Y	A2	28.3804	"$1,518.75"
25240		Partial removal of ulna	Y	A2	28.3804	"$1,518.75"
25246		Injection for wrist x-ray	N	N1		
25248		Remove forearm foreign body	Y	A2	15.3033	$818.94
25250		Removal of wrist prosthesis	N	A2	15.3033	$818.94
25251		Removal of wrist prosthesis	N	A2	28.3804	"$1,518.75"
25259		Manipulate wrist w/anesthes	Y	G2	15.3033	$818.94
25260		Repair forearm tendon/muscle	Y	A2	28.3804	"$1,518.75"
25263		Repair forearm tendon/muscle	Y	A2	63.3954	"$3,392.54"
25265		Repair forearm tendon/muscle	Y	A2	28.3804	"$1,518.75"
25270		Repair forearm tendon/muscle	Y	A2	28.3804	"$1,518.75"
25272		Repair forearm tendon/muscle	Y	A2	28.3804	"$1,518.75"
25274		Repair forearm tendon/muscle	Y	A2	28.3804	"$1,518.75"
25275		Repair forearm tendon sheath	Y	A2	28.3804	"$1,518.75"
25280		Revise wrist/forearm tendon	Y	A2	28.3804	"$1,518.75"
25290		Incise wrist/forearm tendon	Y	A2	28.3804	"$1,518.75"
25295		Release wrist/forearm tendon	Y	A2	28.3804	"$1,518.75"
25300		Fusion of tendons at wrist	Y	A2	28.3804	"$1,518.75"
25301		Fusion of tendons at wrist	Y	A2	28.3804	"$1,518.75"
25310		Transplant forearm tendon	Y	A2	28.3804	"$1,518.75"
25312		Transplant forearm tendon	Y	A2	28.3804	"$1,518.75"
25315		Revise palsy hand tendon(s)	Y	A2	63.3954	"$3,392.54"
25316		Revise palsy hand tendon(s)	Y	A2	63.3954	"$3,392.54"
25320		Repair/revise wrist joint	Y	G2	63.3954	"$3,392.54"
25332		Revise wrist joint	Y	J8	36.5374	"$1,955.26"
25335		Realignment of hand	Y	A2	28.3804	"$1,518.75"
25337		Reconstruct ulna/radioulnar	Y	A2	63.3954	"$3,392.54"
25350		Revision of radius	Y	J8	90.6099	"$4,848.90"
25355		Revision of radius	Y	A2	28.3804	"$1,518.75"
25360		Revision of ulna	Y	J8	81.7752	"$4,376.12"
25365		Revise radius & ulna	Y	A2	121.4581	"$6,499.71"
25370		Revise radius or ulna	Y	A2	28.3804	"$1,518.75"
25375		Revise radius & ulna	Y	A2	28.3804	"$1,518.75"
25390		Shorten radius or ulna	Y	J8	83.9349	"$4,491.69"
25391		Lengthen radius or ulna	Y	J8	164.0318	"$8,778.00"
25392		Shorten radius & ulna	Y	A2	63.3954	"$3,392.54"
25393		Lengthen radius & ulna	Y	J8	80.5922	"$4,312.81"
25394		Repair carpal bone shorten	Y	G2	28.3804	"$1,518.75"
25400		Repair radius or ulna	Y	J8	84.4921	"$4,521.51"
25405		Repair/graft radius or ulna	Y	J8	83.6643	"$4,477.21"
25415		Repair radius & ulna	Y	J8	79.8440	"$4,272.77"
25420		Repair/graft radius & ulna	Y	J8	79.8440	"$4,272.77"
25425		Repair/graft radius or ulna	Y	J8	80.7407	"$4,320.76"
25426		Repair/graft radius & ulna	Y	J8	37.1716	"$1,989.20"
25430		Vasc graft into carpal bone	Y	G2	28.3804	"$1,518.75"
25431		Repair nonunion carpal bone	Y	J8	87.4739	"$4,681.08"
25440		Repair/graft wrist bone	Y	J8	83.0222	"$4,442.85"
25441		Reconstruct wrist joint	Y	J8	193.8782	"$10,375.20"
25442		Reconstruct wrist joint	Y	J8	262.2880	"$14,036.08"
25443		Reconstruct wrist joint	Y	J8	90.3550	"$4,835.26"
25444		Reconstruct wrist joint	Y	J8	187.2605	"$10,021.06"
25445		Reconstruct wrist joint	Y	J8	87.1768	"$4,665.18"
25446		Wrist replacement	Y	J8	268.1642	"$14,350.54"
25447		Repair wrist joints	Y	A2	28.3804	"$1,518.75"
25449		Remove wrist joint implant	Y	A2	63.3954	"$3,392.54"
25450		Revision of wrist joint	Y	A2	28.3804	"$1,518.75"
25455		Revision of wrist joint	Y	A2	28.3804	"$1,518.75"
25490		Reinforce radius	Y	A2	63.3954	"$3,392.54"
25491		Reinforce ulna	Y	A2	121.4581	"$6,499.71"
25492		Reinforce radius and ulna	Y	A2	28.3804	"$1,518.75"
25500		Treat fracture of radius	Y	P2	2.2856	$122.31
25505		Treat fracture of radius	Y	A2	15.3033	$818.94
25515		Treat fracture of radius	Y	J8	82.6137	"$4,420.99"
25520		Treat fracture of radius	Y	A2	15.3033	$818.94
25525		Treat fracture of radius	Y	J8	83.7385	"$4,481.18"
25526		Treat fracture of radius	Y	G2	63.3954	"$3,392.54"
25530		Treat fracture of ulna	Y	P2	2.2856	$122.31
25535		Treat fracture of ulna	Y	A2	2.2856	$122.31
25545		Treat fracture of ulna	Y	J8	79.5680	"$4,258.00"
25560		Treat fracture radius & ulna	Y	P2	2.2856	$122.31
25565		Treat fracture radius & ulna	Y	A2	15.3033	$818.94
25574		Treat fracture radius & ulna	Y	J8	79.8440	"$4,272.77"
25575		Treat fracture radius/ulna	Y	J8	85.2401	"$4,561.54"
25600		Treat fracture radius/ulna	Y	P2	2.2856	$122.31
25605		Treat fracture radius/ulna	Y	A2	15.3033	$818.94
25606		Treat fx distal radial	Y	A2	28.3804	"$1,518.75"
25607		Treat fx rad extra-articul	Y	J8	85.0067	"$4,549.05"
25608		Treat fx rad intra-articul	Y	J8	85.9140	"$4,597.60"
25609		Treat fx radial 3+ frag	Y	J8	86.0253	"$4,603.56"
25622		Treat wrist bone fracture	Y	P2	2.2856	$122.31
25624		Treat wrist bone fracture	Y	A2	15.3033	$818.94
25628		Treat wrist bone fracture	Y	A2	63.3954	"$3,392.54"
25630		Treat wrist bone fracture	Y	P2	2.2856	$122.31
25635		Treat wrist bone fracture	Y	A2	15.3033	$818.94
25645		Treat wrist bone fracture	Y	A2	28.3804	"$1,518.75"
25650		Treat wrist bone fracture	Y	P2	2.2856	$122.31
25651		Pin ulnar styloid fracture	Y	G2	28.3804	"$1,518.75"
25652		Treat fracture ulnar styloid	Y	J8	79.8440	"$4,272.77"
25660		Treat wrist dislocation	Y	A2	2.2856	$122.31
25670		Treat wrist dislocation	Y	A2	63.3954	"$3,392.54"
25671		Pin radioulnar dislocation	Y	A2	28.3804	"$1,518.75"
25675		Treat wrist dislocation	Y	A2	2.2856	$122.31
25676		Treat wrist dislocation	Y	A2	63.3954	"$3,392.54"
25680		Treat wrist fracture	Y	A2	2.2856	$122.31
25685		Treat wrist fracture	Y	A2	63.3954	"$3,392.54"
25690		Treat wrist dislocation	Y	A2	15.3033	$818.94
25695		Treat wrist dislocation	Y	A2	63.3954	"$3,392.54"
25800		Fusion of wrist joint	Y	J8	87.7606	"$4,696.42"
25805		Fusion/graft of wrist joint	Y	J8	87.0496	"$4,658.37"
25810		Fusion/graft of wrist joint	Y	J8	162.6698	"$8,705.11"
25820		Fusion of hand bones	Y	J8	86.3862	"$4,622.87"
25825		Fuse hand bones with graft	Y	J8	82.1521	"$4,396.29"
25830		Fusion radioulnar jnt/ulna	Y	A2	63.3954	"$3,392.54"
25907		Amputation follow-up surgery	Y	A2	28.3804	"$1,518.75"
25922		Amputate hand at wrist	Y	A2	15.3033	$818.94
25929		Amputation follow-up surgery	Y	A2	17.6752	$945.87
25931		Amputation follow-up surgery	Y	G2	28.3804	"$1,518.75"
26010		Drainage of finger abscess	Y	P2	1.9404	$103.84
26011		Drainage of finger abscess	Y	A2	12.7598	$682.83
26020		Drain hand tendon sheath	Y	A2	28.3804	"$1,518.75"
26025		Drainage of palm bursa	Y	A2	28.3804	"$1,518.75"
26030		Drainage of palm bursas	Y	A2	28.3804	"$1,518.75"
26034		Treat hand bone lesion	Y	A2	15.3033	$818.94
26035		Decompress fingers/hand	Y	G2	28.3804	"$1,518.75"
26037		Decompress fingers/hand	Y	G2	28.3804	"$1,518.75"
26040		Release palm contracture	Y	A2	15.3033	$818.94
26045		Release palm contracture	Y	A2	28.3804	"$1,518.75"
26055		Incise finger tendon sheath	Y	A2	15.3033	$818.94
26060		Incision of finger tendon	Y	A2	15.3033	$818.94
26070		Explore/treat hand joint	Y	A2	15.3033	$818.94
26075		Explore/treat finger joint	Y	A2	28.3804	"$1,518.75"
26080		Explore/treat finger joint	Y	A2	15.3033	$818.94
26100		Biopsy hand joint lining	Y	A2	28.3804	"$1,518.75"
26105		Biopsy finger joint lining	Y	A2	28.3804	"$1,518.75"
26110		Biopsy finger joint lining	Y	A2	15.3033	$818.94
26111		Exc hand les sc 1.5 cm/>	Y	G2	12.7598	$682.83
26113		Exc hand tum deep 1.5 cm/>	Y	G2	12.7598	$682.83
26115		Exc hand les sc < 1.5 cm	Y	G2	12.7598	$682.83
26116		Exc hand tum deep < 1.5 cm	Y	G2	12.7598	$682.83
26117		Rad resect hand tumor < 3 cm	Y	G2	21.6207	"$1,157.01"
26118		Rad resect hand tumor 3 cm/>	Y	G2	21.6207	"$1,157.01"
26121		Release palm contracture	Y	A2	28.3804	"$1,518.75"
26123		Release palm contracture	Y	A2	28.3804	"$1,518.75"
26125		Release palm contracture	N	N1		
26130		Remove wrist joint lining	Y	A2	28.3804	"$1,518.75"
26135		Revise finger joint each	Y	A2	28.3804	"$1,518.75"
26140		Revise finger joint each	Y	A2	15.3033	$818.94
26145		Tendon excision palm/finger	Y	A2	15.3033	$818.94
26160		Remove tendon sheath lesion	Y	A2	15.3033	$818.94
26170		Removal of palm tendon each	Y	A2	15.3033	$818.94
26180		Removal of finger tendon	Y	A2	15.3033	$818.94
26185		Remove finger bone	Y	A2	15.3033	$818.94
26200		Remove hand bone lesion	Y	A2	15.3033	$818.94
26205		Remove/graft bone lesion	Y	A2	63.3954	"$3,392.54"
26210		Removal of finger lesion	Y	A2	15.3033	$818.94
26215		Remove/graft finger lesion	Y	A2	28.3804	"$1,518.75"
26230		Partial removal of hand bone	Y	A2	28.3804	"$1,518.75"
26235		Partial removal finger bone	Y	A2	15.3033	$818.94
26236		Partial removal finger bone	Y	A2	15.3033	$818.94
26250		Extensive hand surgery	Y	A2	28.3804	"$1,518.75"
26260		Resect prox finger tumor	Y	A2	28.3804	"$1,518.75"
26262		Resect distal finger tumor	Y	A2	15.3033	$818.94
26320		Removal of implant from hand	N	A2	12.7598	$682.83
26340		Manipulate finger w/anesth	Y	G2	15.3033	$818.94
26341		Manipulat palm cord post inj	Y	P3		$82.56
26350		Repair finger/hand tendon	Y	A2	28.3804	"$1,518.75"
26352		Repair/graft hand tendon	Y	A2	63.3954	"$3,392.54"
26356		Repair finger/hand tendon	Y	A2	28.3804	"$1,518.75"
26357		Repair finger/hand tendon	Y	A2	28.3804	"$1,518.75"
26358		Repair/graft hand tendon	Y	A2	63.3954	"$3,392.54"
26370		Repair finger/hand tendon	Y	A2	28.3804	"$1,518.75"
26372		Repair/graft hand tendon	Y	G2	63.3954	"$3,392.54"
26373		Repair finger/hand tendon	Y	A2	28.3804	"$1,518.75"
26390		Revise hand/finger tendon	Y	J8	84.6139	"$4,528.03"
26392		Repair/graft hand tendon	Y	A2	63.3954	"$3,392.54"
26410		Repair hand tendon	Y	A2	15.3033	$818.94
26412		Repair/graft hand tendon	Y	A2	28.3804	"$1,518.75"
26415		Excision hand/finger tendon	Y	A2	28.3804	"$1,518.75"
26416		Graft hand or finger tendon	Y	A2	28.3804	"$1,518.75"
26418		Repair finger tendon	Y	A2	15.3033	$818.94
26420		Repair/graft finger tendon	Y	A2	28.3804	"$1,518.75"
26426		Repair finger/hand tendon	Y	A2	28.3804	"$1,518.75"
26428		Repair/graft finger tendon	Y	A2	28.3804	"$1,518.75"
26432		Repair finger tendon	Y	A2	15.3033	$818.94
26433		Repair finger tendon	Y	A2	28.3804	"$1,518.75"
26434		Repair/graft finger tendon	Y	A2	28.3804	"$1,518.75"
26437		Realignment of tendons	Y	A2	28.3804	"$1,518.75"
26440		Release palm/finger tendon	Y	A2	15.3033	$818.94
26442		Release palm & finger tendon	Y	A2	28.3804	"$1,518.75"
26445		Release hand/finger tendon	Y	A2	28.3804	"$1,518.75"
26449		Release forearm/hand tendon	Y	A2	28.3804	"$1,518.75"
26450		Incision of palm tendon	Y	A2	28.3804	"$1,518.75"
26455		Incision of finger tendon	Y	A2	15.3033	$818.94
26460		Incise hand/finger tendon	Y	A2	15.3033	$818.94
26471		Fusion of finger tendons	Y	A2	28.3804	"$1,518.75"
26474		Fusion of finger tendons	Y	A2	15.3033	$818.94
26476		Tendon lengthening	Y	A2	28.3804	"$1,518.75"
26477		Tendon shortening	Y	A2	28.3804	"$1,518.75"
26478		Lengthening of hand tendon	Y	A2	28.3804	"$1,518.75"
26479		Shortening of hand tendon	Y	A2	28.3804	"$1,518.75"
26480		Transplant hand tendon	Y	A2	28.3804	"$1,518.75"
26483		Transplant/graft hand tendon	Y	A2	28.3804	"$1,518.75"
26485		Transplant palm tendon	Y	A2	28.3804	"$1,518.75"
26489		Transplant/graft palm tendon	Y	A2	28.3804	"$1,518.75"
26490		Revise thumb tendon	Y	A2	28.3804	"$1,518.75"
26492		Tendon transfer with graft	Y	A2	28.3804	"$1,518.75"
26494		Hand tendon/muscle transfer	Y	A2	28.3804	"$1,518.75"
26496		Revise thumb tendon	Y	A2	28.3804	"$1,518.75"
26497		Finger tendon transfer	Y	A2	28.3804	"$1,518.75"
26498		Finger tendon transfer	Y	A2	28.3804	"$1,518.75"
26499		Revision of finger	Y	A2	28.3804	"$1,518.75"
26500		Hand tendon reconstruction	Y	A2	63.3954	"$3,392.54"
26502		Hand tendon reconstruction	Y	A2	28.3804	"$1,518.75"
26508		Release thumb contracture	Y	A2	28.3804	"$1,518.75"
26510		Thumb tendon transfer	Y	A2	28.3804	"$1,518.75"
26516		Fusion of knuckle joint	Y	J8	36.4258	"$1,949.29"
26517		Fusion of knuckle joints	Y	A2	28.3804	"$1,518.75"
26518		Fusion of knuckle joints	Y	G2	63.3954	"$3,392.54"
26520		Release knuckle contracture	Y	A2	28.3804	"$1,518.75"
26525		Release finger contracture	Y	A2	15.3033	$818.94
26530		Revise knuckle joint	Y	J8	81.8390	"$4,379.53"
26531		Revise knuckle with implant	Y	J8	86.0573	"$4,605.27"
26535		Revise finger joint	Y	A2	28.3804	"$1,518.75"
26536		Revise/implant finger joint	Y	J8	83.1442	"$4,449.38"
26540		Repair hand joint	Y	A2	28.3804	"$1,518.75"
26541		Repair hand joint with graft	Y	J8	37.5612	"$2,010.05"
26542		Repair hand joint with graft	Y	A2	28.3804	"$1,518.75"
26545		Reconstruct finger joint	Y	G2	28.3804	"$1,518.75"
26546		Repair nonunion hand	Y	A2	63.3954	"$3,392.54"
26548		Reconstruct finger joint	Y	A2	28.3804	"$1,518.75"
26550		Construct thumb replacement	Y	A2	28.3804	"$1,518.75"
26555		Positional change of finger	Y	A2	63.3954	"$3,392.54"
26560		Repair of web finger	Y	A2	15.3033	$818.94
26561		Repair of web finger	Y	A2	28.3804	"$1,518.75"
26562		Repair of web finger	Y	A2	28.3804	"$1,518.75"
26565		Correct metacarpal flaw	Y	A2	28.3804	"$1,518.75"
26567		Correct finger deformity	Y	A2	28.3804	"$1,518.75"
26568		Lengthen metacarpal/finger	Y	J8	85.3939	"$4,569.77"
26580		Repair hand deformity	Y	A2	28.3804	"$1,518.75"
26587		Reconstruct extra finger	Y	A2	28.3804	"$1,518.75"
26590		Repair finger deformity	Y	A2	15.3033	$818.94
26591		Repair muscles of hand	Y	A2	28.3804	"$1,518.75"
26593		Release muscles of hand	Y	A2	28.3804	"$1,518.75"
26596		Excision constricting tissue	Y	A2	28.3804	"$1,518.75"
26600		Treat metacarpal fracture	Y	P2	2.2856	$122.31
26605		Treat metacarpal fracture	Y	A2	2.2856	$122.31
26607		Treat metacarpal fracture	Y	A2	28.3804	"$1,518.75"
26608		Treat metacarpal fracture	Y	A2	28.3804	"$1,518.75"
26615		Treat metacarpal fracture	Y	A2	28.3804	"$1,518.75"
26641		Treat thumb dislocation	Y	P2	2.2856	$122.31
26645		Treat thumb fracture	Y	A2	15.3033	$818.94
26650		Treat thumb fracture	Y	A2	28.3804	"$1,518.75"
26665		Treat thumb fracture	Y	A2	28.3804	"$1,518.75"
26670		Treat hand dislocation	Y	P2	2.2856	$122.31
26675		Treat hand dislocation	Y	A2	15.3033	$818.94
26676		Pin hand dislocation	Y	A2	28.3804	"$1,518.75"
26685		Treat hand dislocation	Y	A2	28.3804	"$1,518.75"
26686		Treat hand dislocation	Y	A2	28.3804	"$1,518.75"
26700		Treat knuckle dislocation	Y	P2	2.2856	$122.31
26705		Treat knuckle dislocation	Y	A2	15.3033	$818.94
26706		Pin knuckle dislocation	Y	A2	28.3804	"$1,518.75"
26715		Treat knuckle dislocation	Y	A2	28.3804	"$1,518.75"
26720		Treat finger fracture each	Y	P2	2.2856	$122.31
26725		Treat finger fracture each	Y	P2	2.2856	$122.31
26727		Treat finger fracture each	Y	A2	28.3804	"$1,518.75"
26735		Treat finger fracture each	Y	A2	28.3804	"$1,518.75"
26740		Treat finger fracture each	Y	P2	2.2856	$122.31
26742		Treat finger fracture each	Y	A2	15.3033	$818.94
26746		Treat finger fracture each	Y	A2	28.3804	"$1,518.75"
26750		Treat finger fracture each	Y	P2	2.2856	$122.31
26755		Treat finger fracture each	Y	G2	2.2856	$122.31
26756		Pin finger fracture each	Y	A2	28.3804	"$1,518.75"
26765		Treat finger fracture each	Y	A2	28.3804	"$1,518.75"
26770		Treat finger dislocation	Y	G2	2.2856	$122.31
26775		Treat finger dislocation	Y	P2	2.6031	$139.30
26776		Pin finger dislocation	Y	A2	28.3804	"$1,518.75"
26785		Treat finger dislocation	Y	A2	28.3804	"$1,518.75"
26820		Thumb fusion with graft	Y	G2	63.3954	"$3,392.54"
26841		Fusion of thumb	Y	A2	63.3954	"$3,392.54"
26842		Thumb fusion with graft	Y	A2	63.3954	"$3,392.54"
26843		Fusion of hand joint	Y	G2	63.3954	"$3,392.54"
26844		Fusion/graft of hand joint	Y	J8	86.8745	"$4,649.00"
26850		Fusion of knuckle	Y	A2	63.3954	"$3,392.54"
26852		Fusion of knuckle with graft	Y	A2	63.3954	"$3,392.54"
26860		Fusion of finger joint	Y	A2	28.3804	"$1,518.75"
26861		Fusion of finger jnt add-on	N	N1		
26862		Fusion/graft of finger joint	Y	A2	28.3804	"$1,518.75"
26863		Fuse/graft added joint	N	N1		
26910		Amputate metacarpal bone	Y	A2	28.3804	"$1,518.75"
26951		Amputation of finger/thumb	Y	A2	28.3804	"$1,518.75"
26952		Amputation of finger/thumb	Y	A2	28.3804	"$1,518.75"
26990		Drainage of pelvis lesion	Y	A2	28.3804	"$1,518.75"
26991		Drainage of pelvis bursa	Y	A2	15.3033	$818.94
27000		Incision of hip tendon	Y	A2	15.3033	$818.94
27001		Incision of hip tendon	Y	A2	28.3804	"$1,518.75"
27003		Incision of hip tendon	Y	A2	63.3954	"$3,392.54"
27006		Incision of hip tendons	Y	G2	28.3804	"$1,518.75"
27033		Exploration of hip joint	Y	A2	63.3954	"$3,392.54"
27035		Denervation of hip joint	Y	A2	28.3804	"$1,518.75"
27040		Biopsy of soft tissues	Y	A2	12.7598	$682.83
27041		Biopsy of soft tissues	Y	A2	12.7598	$682.83
27043		Exc hip pelvis les sc 3 cm/>	Y	G2	21.6207	"$1,157.01"
27045		Exc hip/pelv tum deep 5 cm/>	Y	G2	21.6207	"$1,157.01"
27047		Exc hip/pelvis les sc < 3 cm	Y	G2	21.6207	"$1,157.01"
27048		Exc hip/pelv tum deep < 5 cm	Y	G2	21.6207	"$1,157.01"
27049		Resect hip/pelv tum < 5 cm	Y	G2	21.6207	"$1,157.01"
27050		Biopsy of sacroiliac joint	Y	A2	15.3033	$818.94
27052		Biopsy of hip joint	Y	A2	15.3033	$818.94
27059		Resect hip/pelv tum 5 cm/>	Y	G2	21.6207	"$1,157.01"
27060		Removal of ischial bursa	Y	A2	63.3954	"$3,392.54"
27062		Remove femur lesion/bursa	Y	A2	28.3804	"$1,518.75"
27065		Remove hip bone les super	Y	A2	63.3954	"$3,392.54"
27066		Remove hip bone les deep	Y	A2	28.3804	"$1,518.75"
27067		Remove/graft hip bone lesion	Y	A2	63.3954	"$3,392.54"
27080		Removal of tail bone	Y	A2	28.3804	"$1,518.75"
27086		Remove hip foreign body	Y	A2	21.6207	"$1,157.01"
27087		Remove hip foreign body	Y	A2	28.3804	"$1,518.75"
27093		Injection for hip x-ray	N	N1		
27095		Injection for hip x-ray	N	N1		
27097		Revision of hip tendon	Y	A2	28.3804	"$1,518.75"
27098		Transfer tendon to pelvis	Y	A2	28.3804	"$1,518.75"
27100		Transfer of abdominal muscle	Y	A2	63.3954	"$3,392.54"
27105		Transfer of spinal muscle	Y	A2	28.3804	"$1,518.75"
27110		Transfer of iliopsoas muscle	Y	J8	84.6194	"$4,528.32"
27111		Transfer of iliopsoas muscle	Y	A2	28.3804	"$1,518.75"
27130		Total hip arthroplasty	Y	J8	172.6219	"$9,237.69"
27197		Clsd tx pelvic ring fx	Y	G2	2.2856	$122.31
27198		Clsd tx pelvic ring fx	Y	G2	2.2856	$122.31
27200		Treat tail bone fracture	Y	P3		$120.17
27202		Treat tail bone fracture	Y	A2	28.3804	"$1,518.75"
27220		Treat hip socket fracture	Y	G2	2.2856	$122.31
27230		Treat thigh fracture	Y	A2	2.2856	$122.31
27238		Treat thigh fracture	Y	A2	15.3033	$818.94
27246		Treat thigh fracture	Y	A2	2.2856	$122.31
27250		Treat hip dislocation	Y	A2	2.2856	$122.31
27252		Treat hip dislocation	Y	A2	15.3033	$818.94
27256		Treat hip dislocation	Y	G2	2.2856	$122.31
27257		Treat hip dislocation	Y	A2	15.3033	$818.94
27265		Treat hip dislocation	Y	A2	2.2856	$122.31
27266		Treat hip dislocation	Y	A2	15.3033	$818.94
27267		Cltx thigh fx	Y	G2	28.3804	"$1,518.75"
27275		Manipulation of hip joint	Y	A2	15.3033	$818.94
27278		Arthrd si jt prq wo tfxj dev	Y	J8	218.3264	"$11,683.52"
27279		Arthrd si jt perq/min nvas	Y	J8	274.7511	"$14,703.03"
27301		Drain thigh/knee lesion	Y	A2	21.6207	"$1,157.01"
27305		Incise thigh tendon & fascia	Y	A2	28.3804	"$1,518.75"
27306		Incision of thigh tendon	Y	A2	28.3804	"$1,518.75"
27307		Incision of thigh tendons	Y	A2	28.3804	"$1,518.75"
27310		Exploration of knee joint	Y	A2	28.3804	"$1,518.75"
27323		Biopsy thigh soft tissues	Y	A2	12.7598	$682.83
27324		Biopsy thigh soft tissues	Y	A2	21.6207	"$1,157.01"
27325		Neurectomy hamstring	Y	A2	16.7745	$897.67
27326		Neurectomy popliteal	Y	A2	16.7745	$897.67
27327		Exc thigh/knee les sc < 3 cm	Y	G2	12.7598	$682.83
27328		Exc thigh/knee tum deep <5cm	Y	G2	21.6207	"$1,157.01"
27329		Resect thigh/knee tum < 5 cm	Y	G2	21.6207	"$1,157.01"
27330		Biopsy knee joint lining	Y	A2	28.3804	"$1,518.75"
27331		Explore/treat knee joint	Y	A2	28.3804	"$1,518.75"
27332		Removal of knee cartilage	Y	A2	28.3804	"$1,518.75"
27333		Removal of knee cartilage	Y	A2	28.3804	"$1,518.75"
27334		Remove knee joint lining	Y	A2	28.3804	"$1,518.75"
27335		Remove knee joint lining	Y	A2	63.3954	"$3,392.54"
27337		Exc thigh/knee les sc 3 cm/>	Y	G2	21.6207	"$1,157.01"
27339		Exc thigh/knee tum dep 5cm/>	Y	G2	21.6207	"$1,157.01"
27340		Removal of kneecap bursa	Y	A2	28.3804	"$1,518.75"
27345		Removal of knee cyst	Y	A2	28.3804	"$1,518.75"
27347		Remove knee cyst	Y	A2	28.3804	"$1,518.75"
27350		Removal of kneecap	Y	A2	63.3954	"$3,392.54"
27355		Remove femur lesion	Y	A2	28.3804	"$1,518.75"
27356		Remove femur lesion/graft	Y	J8	154.1101	"$8,247.05"
27357		Remove femur lesion/graft	Y	J8	79.8440	"$4,272.77"
27358		Remove femur lesion/fixation	N	N1		
27360		Partial removal leg bone(s)	Y	A2	28.3804	"$1,518.75"
27364		Resect thigh/knee tum 5 cm/>	Y	G2	21.6207	"$1,157.01"
27369		Njx cntrst kne arthg/ct/mri	N	N1		
27372		Removal of foreign body	Y	A2	21.6207	"$1,157.01"
27380		Repair of kneecap tendon	Y	A2	63.3954	"$3,392.54"
