"Addendum FF -- ASC Device Offset Percentages for CY 2024                                                                                                     
 (For Covered Surgical Procedures and Surgical Procedures for Which Payment is Packaged)",,,,,,,
CPT codes and descriptions only are copyright 2023 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2023 American Dental Association.  All Rights Reserved.,,,,,,,
25442,,Reconstruct wrist joint,J8,5116,"$17,040.84",61.30%,"$10,446.03"
25443,,Reconstruct wrist joint,J8,5114,"$6,231.99",50.81%,"$3,166.47"
25444,,Reconstruct wrist joint,J8,5115,"$11,939.76",64.73%,"$7,728.61"
25445,,Reconstruct wrist joint,J8,5114,"$6,231.99",44.82%,"$2,793.18"
25446,,Wrist replacement,J8,5116,"$17,040.84",65.35%,"$11,136.19"
25447,,Repair wrist joints,A2,5113,"$2,789.90",23.53%,$357.36
25449,,Remove wrist joint implant,A2,5114,"$6,231.99",40.63%,"$1,378.39"
25450,,Revision of wrist joint,A2,5113,"$2,789.90",0.00%,$0.00
25455,,Revision of wrist joint,A2,5113,"$2,789.90",0.00%,$0.00
25490,,Reinforce radius,A2,5114,"$6,231.99",6.16%,$208.98
25491,,Reinforce ulna,A2,5115,"$11,939.76",0.00%,$0.00
25492,,Reinforce radius and ulna,A2,5113,"$2,789.90",0.00%,$0.00
25500,,Treat fracture of radius,P2,5111,$224.69,0.00%,$0.00
25505,,Treat fracture of radius,A2,5112,"$1,504.36",0.00%,$0.00
25515,,Treat fracture of radius,J8,5114,"$6,231.99",36.22%,"$2,257.23"
25520,,Treat fracture of radius,A2,5112,"$1,504.36",0.00%,$0.00
25525,,Treat fracture of radius,J8,5114,"$6,231.99",38.34%,"$2,389.34"
25526,,Treat fracture of radius,G2,5114,"$6,231.99",28.86%,$979.09
25530,,Treat fracture of ulna,P2,5111,$224.69,0.00%,$0.00
25535,,Treat fracture of ulna,A2,5111,$224.69,0.00%,$0.00
25545,,Treat fracture of ulna,J8,5114,"$6,231.99",30.48%,"$1,899.51"
25560,,Treat fracture radius & ulna,P2,5111,$224.69,0.00%,$0.00
25565,,Treat fracture radius & ulna,A2,5112,"$1,504.36",0.11%,$0.90
25574,,Treat fracture radius & ulna,J8,5114,"$6,231.99",31.00%,"$1,931.92"
25575,,Treat fracture radius/ulna,J8,5114,"$6,231.99",41.17%,"$2,565.71"
25600,,Treat fracture radius/ulna,P2,5111,$224.69,0.02%,$0.02
25605,,Treat fracture radius/ulna,A2,5112,"$1,504.36",1.29%,$10.56
25606,,Treat fx distal radial,A2,5113,"$2,789.90",4.72%,$71.69
25607,,Treat fx rad extra-articul,J8,5114,"$6,231.99",40.73%,"$2,538.29"
25608,,Treat fx rad intra-articul,J8,5114,"$6,231.99",42.44%,"$2,644.86"
25609,,Treat fx radial 3+ frag,J8,5114,"$6,231.99",42.65%,"$2,657.94"
25622,,Treat wrist bone fracture,P2,5111,$224.69,0.27%,$0.33
25624,,Treat wrist bone fracture,A2,5112,"$1,504.36",6.12%,$50.12
25628,,Treat wrist bone fracture,A2,5114,"$6,231.99",21.39%,$725.66
25630,,Treat wrist bone fracture,P2,5111,$224.69,0.00%,$0.00
25635,,Treat wrist bone fracture,A2,5112,"$1,504.36",11.31%,$92.62
25645,,Treat wrist bone fracture,A2,5113,"$2,789.90",23.92%,$363.29
25650,,Treat wrist bone fracture,P2,5111,$224.69,0.00%,$0.00
25651,,Pin ulnar styloid fracture,G2,5113,"$2,789.90",0.00%,$0.00
25652,,Treat fracture ulnar styloid,J8,5114,"$6,231.99",31.00%,"$1,931.92"
25660,,Treat wrist dislocation,A2,5111,$224.69,0.00%,$0.00
25670,,Treat wrist dislocation,A2,5114,"$6,231.99",0.00%,$0.00
25671,,Pin radioulnar dislocation,A2,5113,"$2,789.90",0.68%,$10.33
25675,,Treat wrist dislocation,A2,5111,$224.69,0.00%,$0.00
25676,,Treat wrist dislocation,A2,5114,"$6,231.99",0.00%,$0.00
25680,,Treat wrist fracture,A2,5111,$224.69,0.00%,$0.00
25685,,Treat wrist fracture,A2,5114,"$6,231.99",12.30%,$417.28
25690,,Treat wrist dislocation,A2,5112,"$1,504.36",0.00%,$0.00
25695,,Treat wrist dislocation,A2,5114,"$6,231.99",0.00%,$0.00
25800,,Fusion of wrist joint,J8,5114,"$6,231.99",45.92%,"$2,861.73"
25805,,Fusion/graft of wrist joint,J8,5114,"$6,231.99",44.58%,"$2,778.22"
25810,,Fusion/graft of wrist joint,J8,5115,"$11,939.76",40.54%,"$4,840.38"
25820,,Fusion of hand bones,J8,5114,"$6,231.99",43.33%,"$2,700.32"
25825,,Fuse hand bones with graft,J8,5114,"$6,231.99",35.35%,"$2,203.01"
25830,,Fusion radioulnar jnt/ulna,A2,5114,"$6,231.99",27.21%,$923.11
25907,,Amputation follow-up surgery,A2,5113,"$2,789.90",0.00%,$0.00
25922,,Amputate hand at wrist,A2,5112,"$1,504.36",0.00%,$0.00
25929,,Amputation follow-up surgery,A2,5054,"$1,737.53",0.00%,$0.00
25931,,Amputation follow-up surgery,G2,5113,"$2,789.90",0.00%,$0.00
26010,,Drainage of finger abscess,P2,5051,$190.75,0.01%,$0.01
26011,,Drainage of finger abscess,A2,5072,"$1,254.33",0.02%,$0.14
26020,,Drain hand tendon sheath,A2,5113,"$2,789.90",0.01%,$0.15
26025,,Drainage of palm bursa,A2,5113,"$2,789.90",0.00%,$0.00
26030,,Drainage of palm bursas,A2,5113,"$2,789.90",0.00%,$0.00
26034,,Treat hand bone lesion,A2,5112,"$1,504.36",1.32%,$10.81
26035,,Decompress fingers/hand,G2,5113,"$2,789.90",0.00%,$0.00
26037,,Decompress fingers/hand,G2,5113,"$2,789.90",0.00%,$0.00
26040,,Release palm contracture,A2,5112,"$1,504.36",0.00%,$0.00
26045,,Release palm contracture,A2,5113,"$2,789.90",0.48%,$7.29
26055,,Incise finger tendon sheath,A2,5112,"$1,504.36",0.10%,$0.82
26060,,Incision of finger tendon,A2,5112,"$1,504.36",0.00%,$0.00
26070,,Explore/treat hand joint,A2,5112,"$1,504.36",0.00%,$0.00
26075,,Explore/treat finger joint,A2,5113,"$2,789.90",1.97%,$29.92
26080,,Explore/treat finger joint,A2,5112,"$1,504.36",0.03%,$0.25
26100,,Biopsy hand joint lining,A2,5113,"$2,789.90",0.00%,$0.00
26105,,Biopsy finger joint lining,A2,5113,"$2,789.90",0.00%,$0.00
26110,,Biopsy finger joint lining,A2,5112,"$1,504.36",0.03%,$0.25
26111,,Exc hand les sc 1.5 cm/>,G2,5072,"$1,254.33",0.20%,$1.37
26113,,Exc hand tum deep 1.5 cm/>,G2,5072,"$1,254.33",0.09%,$0.61
26115,,Exc hand les sc < 1.5 cm,G2,5072,"$1,254.33",0.64%,$4.37
26116,,Exc hand tum deep < 1.5 cm,G2,5072,"$1,254.33",0.06%,$0.41
26117,,Rad resect hand tumor < 3 cm,G2,5073,"$2,125.39",0.00%,$0.00
26118,,Rad resect hand tumor 3 cm/>,G2,5073,"$2,125.39",0.00%,$0.00
26121,,Release palm contracture,A2,5113,"$2,789.90",0.10%,$1.52
26123,,Release palm contracture,A2,5113,"$2,789.90",0.37%,$5.62
26125,,Release palm contracture,N1,,,,
26130,,Remove wrist joint lining,A2,5113,"$2,789.90",26.96%,$409.46
26135,,Revise finger joint each,A2,5113,"$2,789.90",5.30%,$80.49
26140,,Revise finger joint each,A2,5112,"$1,504.36",2.99%,$24.49
26145,,Tendon excision palm/finger,A2,5112,"$1,504.36",0.23%,$1.88
26160,,Remove tendon sheath lesion,A2,5112,"$1,504.36",0.26%,$2.13
26170,,Removal of palm tendon each,A2,5112,"$1,504.36",0.60%,$4.91
26180,,Removal of finger tendon,A2,5112,"$1,504.36",0.10%,$0.82
26185,,Remove finger bone,A2,5112,"$1,504.36",0.00%,$0.00
26200,,Remove hand bone lesion,A2,5112,"$1,504.36",0.01%,$0.08
26205,,Remove/graft bone lesion,A2,5114,"$6,231.99",0.00%,$0.00
26210,,Removal of finger lesion,A2,5112,"$1,504.36",0.42%,$3.44
26215,,Remove/graft finger lesion,A2,5113,"$2,789.90",19.29%,$292.97
26230,,Partial removal of hand bone,A2,5113,"$2,789.90",6.46%,$98.11
26235,,Partial removal finger bone,A2,5112,"$1,504.36",0.00%,$0.00
26236,,Partial removal finger bone,A2,5112,"$1,504.36",0.06%,$0.49
26250,,Extensive hand surgery,A2,5113,"$2,789.90",4.98%,$75.63
26260,,Resect prox finger tumor,A2,5113,"$2,789.90",0.00%,$0.00
26262,,Resect distal finger tumor,A2,5112,"$1,504.36",0.00%,$0.00
26320,,Removal of implant from hand,A2,5072,"$1,254.33",0.31%,$2.12
26340,,Manipulate finger w/anesth,G2,5112,"$1,504.36",0.00%,$0.00
26341,,Manipulat palm cord post inj,P3,5111,$224.69,0.00%,$0.00
26350,,Repair finger/hand tendon,A2,5113,"$2,789.90",4.09%,$62.12
26352,,Repair/graft hand tendon,A2,5114,"$6,231.99",11.43%,$387.77
26356,,Repair finger/hand tendon,A2,5113,"$2,789.90",3.00%,$45.56
26357,,Repair finger/hand tendon,A2,5113,"$2,789.90",6.77%,$102.82
26358,,Repair/graft hand tendon,A2,5114,"$6,231.99",0.00%,$0.00
26370,,Repair finger/hand tendon,A2,5113,"$2,789.90",0.00%,$0.00
26372,,Repair/graft hand tendon,G2,5114,"$6,231.99",9.44%,$320.26
26373,,Repair finger/hand tendon,A2,5113,"$2,789.90",0.00%,$0.00
26390,,Revise hand/finger tendon,J8,5114,"$6,231.99",39.99%,"$2,492.17"
26392,,Repair/graft hand tendon,A2,5114,"$6,231.99",13.02%,$441.71
26410,,Repair hand tendon,A2,5112,"$1,504.36",0.89%,$7.29
26412,,Repair/graft hand tendon,A2,5113,"$2,789.90",0.00%,$0.00
26415,,Excision hand/finger tendon,A2,5113,"$2,789.90",0.00%,$0.00
26416,,Graft hand or finger tendon,A2,5113,"$2,789.90",0.00%,$0.00
26418,,Repair finger tendon,A2,5112,"$1,504.36",2.22%,$18.18
26420,,Repair/graft finger tendon,A2,5113,"$2,789.90",0.01%,$0.15
26426,,Repair finger/hand tendon,A2,5113,"$2,789.90",9.48%,$143.98
26428,,Repair/graft finger tendon,A2,5113,"$2,789.90",0.36%,$5.47
26432,,Repair finger tendon,A2,5112,"$1,504.36",0.47%,$3.85
26433,,Repair finger tendon,A2,5113,"$2,789.90",4.79%,$72.75
26434,,Repair/graft finger tendon,A2,5113,"$2,789.90",0.00%,$0.00
26437,,Realignment of tendons,A2,5113,"$2,789.90",0.22%,$3.34
26440,,Release palm/finger tendon,A2,5112,"$1,504.36",2.87%,$23.50
26442,,Release palm & finger tendon,A2,5113,"$2,789.90",0.32%,$4.86
26445,,Release hand/finger tendon,A2,5113,"$2,789.90",3.41%,$51.79
26449,,Release forearm/hand tendon,A2,5113,"$2,789.90",0.00%,$0.00
26450,,Incision of palm tendon,A2,5113,"$2,789.90",14.64%,$222.35
26455,,Incision of finger tendon,A2,5112,"$1,504.36",0.00%,$0.00
26460,,Incise hand/finger tendon,A2,5112,"$1,504.36",0.00%,$0.00
26471,,Fusion of finger tendons,A2,5113,"$2,789.90",0.00%,$0.00
26474,,Fusion of finger tendons,A2,5112,"$1,504.36",0.19%,$1.56
26476,,Tendon lengthening,A2,5113,"$2,789.90",20.08%,$304.97
26477,,Tendon shortening,A2,5113,"$2,789.90",0.00%,$0.00
26478,,Lengthening of hand tendon,A2,5113,"$2,789.90",0.00%,$0.00
26479,,Shortening of hand tendon,A2,5113,"$2,789.90",0.00%,$0.00
26480,,Transplant hand tendon,A2,5113,"$2,789.90",1.28%,$19.44
26483,,Transplant/graft hand tendon,A2,5113,"$2,789.90",16.46%,$249.99
26485,,Transplant palm tendon,A2,5113,"$2,789.90",3.09%,$46.93
26489,,Transplant/graft palm tendon,A2,5113,"$2,789.90",0.00%,$0.00
26490,,Revise thumb tendon,A2,5113,"$2,789.90",1.75%,$26.58
26492,,Tendon transfer with graft,A2,5113,"$2,789.90",0.00%,$0.00
26494,,Hand tendon/muscle transfer,A2,5113,"$2,789.90",0.00%,$0.00
26496,,Revise thumb tendon,A2,5113,"$2,789.90",0.00%,$0.00
26497,,Finger tendon transfer,A2,5113,"$2,789.90",0.00%,$0.00
26498,,Finger tendon transfer,A2,5113,"$2,789.90",5.49%,$83.38
26499,,Revision of finger,A2,5113,"$2,789.90",0.00%,$0.00
26500,,Hand tendon reconstruction,A2,5114,"$6,231.99",10.22%,$346.72
26502,,Hand tendon reconstruction,A2,5113,"$2,789.90",0.00%,$0.00
26508,,Release thumb contracture,A2,5113,"$2,789.90",0.00%,$0.00
26510,,Thumb tendon transfer,A2,5113,"$2,789.90",0.00%,$0.00
26516,,Fusion of knuckle joint,J8,5113,"$2,789.90",33.87%,$944.94
26517,,Fusion of knuckle joints,A2,5113,"$2,789.90",0.00%,$0.00
26518,,Fusion of knuckle joints,G2,5114,"$6,231.99",6.70%,$227.30
26520,,Release knuckle contracture,A2,5113,"$2,789.90",3.32%,$50.42
26525,,Release finger contracture,A2,5112,"$1,504.36",0.26%,$2.13
26530,,Revise knuckle joint,J8,5114,"$6,231.99",34.76%,"$2,166.24"
26531,,Revise knuckle with implant,J8,5114,"$6,231.99",42.71%,"$2,661.68"
26535,,Revise finger joint,A2,5113,"$2,789.90",24.96%,$379.08
26536,,Revise/implant finger joint,J8,5114,"$6,231.99",37.22%,"$2,319.55"
26540,,Repair hand joint,A2,5113,"$2,789.90",26.00%,$394.88
26541,,Repair hand joint with graft,J8,5113,"$2,789.90",38.65%,"$1,078.30"
26542,,Repair hand joint with graft,A2,5113,"$2,789.90",25.32%,$384.55
26545,,Reconstruct finger joint,G2,5113,"$2,789.90",27.17%,$412.64
26546,,Repair nonunion hand,A2,5114,"$6,231.99",15.81%,$536.36
26548,,Reconstruct finger joint,A2,5113,"$2,789.90",16.11%,$244.67
26550,,Construct thumb replacement,A2,5113,"$2,789.90",20.83%,$316.36
26555,,Positional change of finger,A2,5114,"$6,231.99",0.00%,$0.00
26560,,Repair of web finger,A2,5112,"$1,504.36",0.00%,$0.00
26561,,Repair of web finger,A2,5113,"$2,789.90",22.37%,$339.74
26562,,Repair of web finger,A2,5113,"$2,789.90",0.00%,$0.00
26565,,Correct metacarpal flaw,A2,5113,"$2,789.90",26.43%,$401.41
26567,,Correct finger deformity,A2,5113,"$2,789.90",18.28%,$277.63
26568,,Lengthen metacarpal/finger,J8,5114,"$6,231.99",41.46%,"$2,583.78"
26580,,Repair hand deformity,A2,5113,"$2,789.90",0.00%,$0.00
26587,,Reconstruct extra finger,A2,5113,"$2,789.90",0.00%,$0.00
26590,,Repair finger deformity,A2,5112,"$1,504.36",0.00%,$0.00
26591,,Repair muscles of hand,A2,5113,"$2,789.90",0.00%,$0.00
26593,,Release muscles of hand,A2,5113,"$2,789.90",0.00%,$0.00
26596,,Excision constricting tissue,A2,5113,"$2,789.90",0.00%,$0.00
26600,,Treat metacarpal fracture,P2,5111,$224.69,0.00%,$0.00
26605,,Treat metacarpal fracture,A2,5111,$224.69,0.20%,$0.24
26607,,Treat metacarpal fracture,A2,5113,"$2,789.90",0.00%,$0.00
26608,,Treat metacarpal fracture,A2,5113,"$2,789.90",4.34%,$65.91
26615,,Treat metacarpal fracture,A2,5113,"$2,789.90",25.98%,$394.57
26641,,Treat thumb dislocation,P2,5111,$224.69,0.00%,$0.00
26645,,Treat thumb fracture,A2,5112,"$1,504.36",0.00%,$0.00
26650,,Treat thumb fracture,A2,5113,"$2,789.90",3.11%,$47.23
26665,,Treat thumb fracture,A2,5113,"$2,789.90",16.49%,$250.44
26670,,Treat hand dislocation,P2,5111,$224.69,0.00%,$0.00
26675,,Treat hand dislocation,A2,5112,"$1,504.36",0.00%,$0.00
26676,,Pin hand dislocation,A2,5113,"$2,789.90",0.85%,$12.91
26685,,Treat hand dislocation,A2,5113,"$2,789.90",0.24%,$3.65
26686,,Treat hand dislocation,A2,5113,"$2,789.90",4.15%,$63.03
26700,,Treat knuckle dislocation,P2,5111,$224.69,0.00%,$0.00
26705,,Treat knuckle dislocation,A2,5112,"$1,504.36",0.00%,$0.00
26706,,Pin knuckle dislocation,A2,5113,"$2,789.90",0.92%,$13.97
26715,,Treat knuckle dislocation,A2,5113,"$2,789.90",7.36%,$111.78
26720,,Treat finger fracture each,P2,5111,$224.69,0.00%,$0.00
26725,,Treat finger fracture each,P2,5111,$224.69,0.05%,$0.06
26727,,Treat finger fracture each,A2,5113,"$2,789.90",2.83%,$42.98
26735,,Treat finger fracture each,A2,5113,"$2,789.90",21.36%,$324.41
26740,,Treat finger fracture each,P2,5111,$224.69,0.27%,$0.33
26742,,Treat finger fracture each,A2,5112,"$1,504.36",0.77%,$6.31
26746,,Treat finger fracture each,A2,5113,"$2,789.90",10.32%,$156.74
26750,,Treat finger fracture each,P2,5111,$224.69,0.00%,$0.00
26755,,Treat finger fracture each,G2,5111,$224.69,0.00%,$0.00
26756,,Pin finger fracture each,A2,5113,"$2,789.90",1.29%,$19.59
26765,,Treat finger fracture each,A2,5113,"$2,789.90",5.94%,$90.21
26770,,Treat finger dislocation,G2,5111,$224.69,0.02%,$0.02
26775,,Treat finger dislocation,P2,5102,$255.88,1.07%,$1.49
26776,,Pin finger dislocation,A2,5113,"$2,789.90",1.59%,$24.15
26785,,Treat finger dislocation,A2,5113,"$2,789.90",1.92%,$29.16
26820,,Thumb fusion with graft,G2,5114,"$6,231.99",0.02%,$0.68
26841,,Fusion of thumb,A2,5114,"$6,231.99",16.12%,$546.88
26842,,Thumb fusion with graft,A2,5114,"$6,231.99",22.42%,$760.61
26843,,Fusion of hand joint,G2,5114,"$6,231.99",10.25%,$347.74
26844,,Fusion/graft of hand joint,J8,5114,"$6,231.99",44.25%,"$2,757.66"
26850,,Fusion of knuckle,A2,5114,"$6,231.99",20.04%,$679.87
26852,,Fusion of knuckle with graft,A2,5114,"$6,231.99",22.22%,$753.82
26860,,Fusion of finger joint,A2,5113,"$2,789.90",19.75%,$299.95
26861,,Fusion of finger jnt add-on,N1,,,,
26862,,Fusion/graft of finger joint,A2,5113,"$2,789.90",18.31%,$278.08
26863,,Fuse/graft added joint,N1,,,,
26910,,Amputate metacarpal bone,A2,5113,"$2,789.90",0.17%,$2.58
26951,,Amputation of finger/thumb,A2,5113,"$2,789.90",0.07%,$1.06
26952,,Amputation of finger/thumb,A2,5113,"$2,789.90",0.20%,$3.04
26990,,Drainage of pelvis lesion,A2,5113,"$2,789.90",4.49%,$68.19
26991,,Drainage of pelvis bursa,A2,5112,"$1,504.36",1.71%,$14.00
27000,,Incision of hip tendon,A2,5112,"$1,504.36",2.60%,$21.29
27001,,Incision of hip tendon,A2,5113,"$2,789.90",3.17%,$48.14
27003,,Incision of hip tendon,A2,5114,"$6,231.99",0.00%,$0.00
27006,,Incision of hip tendons,G2,5113,"$2,789.90",7.65%,$116.18
27033,,Exploration of hip joint,A2,5114,"$6,231.99",3.47%,$117.72
27035,,Denervation of hip joint,A2,5113,"$2,789.90",0.00%,$0.00
27040,,Biopsy of soft tissues,A2,5072,"$1,254.33",0.00%,$0.00
27041,,Biopsy of soft tissues,A2,5072,"$1,254.33",0.00%,$0.00
27043,,Exc hip pelvis les sc 3 cm/>,G2,5073,"$2,125.39",0.04%,$0.46
27045,,Exc hip/pelv tum deep 5 cm/>,G2,5073,"$2,125.39",0.05%,$0.58
27047,,Exc hip/pelvis les sc < 3 cm,G2,5073,"$2,125.39",0.08%,$0.93
27048,,Exc hip/pelv tum deep < 5 cm,G2,5073,"$2,125.39",0.02%,$0.23
27049,,Resect hip/pelv tum < 5 cm,G2,5073,"$2,125.39",0.00%,$0.00
27050,,Biopsy of sacroiliac joint,A2,5112,"$1,504.36",0.00%,$0.00
27052,,Biopsy of hip joint,A2,5112,"$1,504.36",2.67%,$21.87
27059,,Resect hip/pelv tum 5 cm/>,G2,5073,"$2,125.39",0.00%,$0.00
27060,,Removal of ischial bursa,A2,5114,"$6,231.99",0.00%,$0.00
27062,,Remove femur lesion/bursa,A2,5113,"$2,789.90",7.69%,$116.79
27065,,Remove hip bone les super,A2,5114,"$6,231.99",0.00%,$0.00
27066,,Remove hip bone les deep,A2,5113,"$2,789.90",0.00%,$0.00
27067,,Remove/graft hip bone lesion,A2,5114,"$6,231.99",0.00%,$0.00
27080,,Removal of tail bone,A2,5113,"$2,789.90",1.28%,$19.44
27086,,Remove hip foreign body,A2,5073,"$2,125.39",14.84%,$171.70
27087,,Remove hip foreign body,A2,5113,"$2,789.90",0.00%,$0.00
27093,,Injection for hip x-ray,N1,,,,
27095,,Injection for hip x-ray,N1,,,,
27097,,Revision of hip tendon,A2,5113,"$2,789.90",0.00%,$0.00
27098,,Transfer tendon to pelvis,A2,5113,"$2,789.90",18.79%,$285.37
27100,,Transfer of abdominal muscle,A2,5114,"$6,231.99",5.87%,$199.14
27105,,Transfer of spinal muscle,A2,5113,"$2,789.90",0.00%,$0.00
27110,,Transfer of iliopsoas muscle,J8,5114,"$6,231.99",40.00%,"$2,492.80"
27111,,Transfer of iliopsoas muscle,A2,5113,"$2,789.90",0.00%,$0.00
27130,,Total hip arthroplasty,J8,5115,"$11,939.76",50.33%,"$6,009.28"
27197,,Clsd tx pelvic ring fx,G2,5111,$224.69,0.00%,$0.00
27198,,Clsd tx pelvic ring fx,G2,5111,$224.69,12.73%,$15.57
27200,,Treat tail bone fracture,P3,5111,$224.69,0.00%,$0.00
27202,,Treat tail bone fracture,A2,5113,"$2,789.90",0.00%,$0.00
27220,,Treat hip socket fracture,G2,5111,$224.69,0.93%,$1.14
27230,,Treat thigh fracture,A2,5111,$224.69,0.00%,$0.00
27238,,Treat thigh fracture,A2,5112,"$1,504.36",0.00%,$0.00
27246,,Treat thigh fracture,A2,5111,$224.69,0.00%,$0.00
27250,,Treat hip dislocation,A2,5111,$224.69,0.00%,$0.00
27252,,Treat hip dislocation,A2,5112,"$1,504.36",0.00%,$0.00
27256,,Treat hip dislocation,G2,5111,$224.69,0.00%,$0.00
27257,,Treat hip dislocation,A2,5112,"$1,504.36",0.00%,$0.00
27265,,Treat hip dislocation,A2,5111,$224.69,0.00%,$0.00
27266,,Treat hip dislocation,A2,5112,"$1,504.36",0.36%,$2.95
27267,,Cltx thigh fx,G2,5113,"$2,789.90",0.00%,$0.00
27275,,Manipulation of hip joint,A2,5112,"$1,504.36",0.11%,$0.90
27278,,Arthrd si jt prq wo tfxj dev,J8,5116,"$17,040.84",31.00%,"$5,282.66"
27279,,Arthrd si jt perq/min nvas,J8,5116,"$17,040.84",69.89%,"$11,909.84"
27301,,Drain thigh/knee lesion,A2,5073,"$2,125.39",2.20%,$25.45
27305,,Incise thigh tendon & fascia,A2,5113,"$2,789.90",0.47%,$7.14
27306,,Incision of thigh tendon,A2,5113,"$2,789.90",0.00%,$0.00
27307,,Incision of thigh tendons,A2,5113,"$2,789.90",0.00%,$0.00
27310,,Exploration of knee joint,A2,5113,"$2,789.90",7.82%,$118.77
27323,,Biopsy thigh soft tissues,A2,5072,"$1,254.33",1.52%,$10.38
27324,,Biopsy thigh soft tissues,A2,5073,"$2,125.39",0.18%,$2.08
27325,,Neurectomy hamstring,A2,5431,"$1,648.99",0.00%,$0.00
27326,,Neurectomy popliteal,A2,5431,"$1,648.99",0.00%,$0.00
27327,,Exc thigh/knee les sc < 3 cm,G2,5072,"$1,254.33",0.11%,$0.75
27328,,Exc thigh/knee tum deep <5cm,G2,5073,"$2,125.39",0.41%,$4.74
27329,,Resect thigh/knee tum < 5 cm,G2,5073,"$2,125.39",0.41%,$4.74
27330,,Biopsy knee joint lining,A2,5113,"$2,789.90",11.85%,$179.97
27331,,Explore/treat knee joint,A2,5113,"$2,789.90",3.19%,$48.45
27332,,Removal of knee cartilage,A2,5113,"$2,789.90",5.24%,$79.58
27333,,Removal of knee cartilage,A2,5113,"$2,789.90",13.03%,$197.89
27334,,Remove knee joint lining,A2,5113,"$2,789.90",8.74%,$132.74
27335,,Remove knee joint lining,A2,5114,"$6,231.99",12.89%,$437.30
27337,,Exc thigh/knee les sc 3 cm/>,G2,5073,"$2,125.39",0.39%,$4.51
27339,,Exc thigh/knee tum dep 5cm/>,G2,5073,"$2,125.39",0.51%,$5.90
27340,,Removal of kneecap bursa,A2,5113,"$2,789.90",0.49%,$7.44
27345,,Removal of knee cyst,A2,5113,"$2,789.90",0.30%,$4.56
27347,,Remove knee cyst,A2,5113,"$2,789.90",4.34%,$65.91
27350,,Removal of kneecap,A2,5114,"$6,231.99",3.71%,$125.86
27355,,Remove femur lesion,A2,5113,"$2,789.90",5.04%,$76.55
27356,,Remove femur lesion/graft,J8,5115,"$11,939.76",32.12%,"$3,835.05"
27357,,Remove femur lesion/graft,J8,5114,"$6,231.99",31.00%,"$1,931.92"
27358,,Remove femur lesion/fixation,N1,,,,
27360,,Partial removal leg bone(s),A2,5113,"$2,789.90",5.82%,$88.39
27364,,Resect thigh/knee tum 5 cm/>,G2,5073,"$2,125.39",0.31%,$3.59
27369,,Njx cntrst kne arthg/ct/mri,N1,,,,
27372,,Removal of foreign body,A2,5073,"$2,125.39",1.06%,$12.26
27380,,Repair of kneecap tendon,A2,5114,"$6,231.99",10.09%,$342.31
27381,,Repair/graft kneecap tendon,J8,5114,"$6,231.99",31.70%,"$1,975.54"
27385,,Repair of thigh muscle,A2,5114,"$6,231.99",12.18%,$413.21
27386,,Repair/graft of thigh muscle,A2,5114,"$6,231.99",24.22%,$821.67
27390,,Incision of thigh tendon,A2,5113,"$2,789.90",0.00%,$0.00
27391,,Incision of thigh tendons,A2,5113,"$2,789.90",0.00%,$0.00
27392,,Incision of thigh tendons,A2,5113,"$2,789.90",0.00%,$0.00
27393,,Lengthening of thigh tendon,A2,5114,"$6,231.99",0.00%,$0.00
27394,,Lengthening of thigh tendons,A2,5114,"$6,231.99",0.00%,$0.00
27395,,Lengthening of thigh tendons,A2,5113,"$2,789.90",0.00%,$0.00
27396,,Transplant of thigh tendon,A2,5114,"$6,231.99",0.00%,$0.00
27397,,Transplants of thigh tendons,G2,5114,"$6,231.99",21.65%,$734.48
27400,,Revise thigh muscles/tendons,A2,5114,"$6,231.99",0.00%,$0.00
27403,,Repair of knee cartilage,J8,5114,"$6,231.99",46.93%,"$2,924.67"
27405,,Repair of knee ligament,A2,5114,"$6,231.99",9.55%,$323.99
27407,,Repair of knee ligament,J8,5114,"$6,231.99",43.92%,"$2,737.09"
27409,,Repair of knee ligaments,A2,5114,"$6,231.99",0.00%,$0.00
27412,,Autochondrocyte implant knee,J8,5114,"$6,231.99",87.29%,"$5,439.90"
27415,,Osteochondral knee allograft,J8,5115,"$11,939.76",56.58%,"$6,755.52"
27416,,Osteochondral knee autograft,G2,5114,"$6,231.99",12.74%,$432.21
27418,,Repair degenerated kneecap,G2,5114,"$6,231.99",8.81%,$298.88
27420,,Revision of unstable kneecap,A2,5114,"$6,231.99",8.37%,$283.96
27422,,Revision of unstable kneecap,A2,5114,"$6,231.99",8.67%,$294.13
27424,,Revision/removal of kneecap,A2,5114,"$6,231.99",15.14%,$513.63
27425,,Lat retinacular release open,A2,5113,"$2,789.90",1.94%,$29.46
27427,,Reconstruction knee,J8,5114,"$6,231.99",38.52%,"$2,400.56"
27428,,Reconstruction knee,J8,5115,"$11,939.76",32.24%,"$3,849.38"
27429,,Reconstruction knee,J8,5115,"$11,939.76",37.71%,"$4,502.48"
27430,,Revision of thigh muscles,G2,5114,"$6,231.99",19.52%,$662.22
27435,,Incision of knee joint,A2,5113,"$2,789.90",0.97%,$14.73
27437,,Revise kneecap,A2,5114,"$6,231.99",40.53%,"$1,375.00"
27438,,Revise kneecap with implant,J8,5115,"$11,939.76",36.03%,"$4,301.90"
27440,,Revision of knee joint,J8,5115,"$11,939.76",35.79%,"$4,273.24"
