"Addendum FF -- ASC Device Offset Percentages for CY 2026 
(For Covered Surgical Procedures and Surgical Procedures for Which Payment is Packaged)",,,,,,,,
CPT codes and descriptions only are copyright 2024 American Medical Association.ÿ All Rights Reserved.ÿ Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2024 American Dental Association.ÿ All Rights Reserved. ,,,,,,,,
24342,,Repair of ruptured tendon,A2,5114,20.74%,"$6,878.60",24.59%,$908.73
24343,,Repr elbow lat ligmnt w/tiss,G2,5113,4.75%,"$3,061.63",23.08%,$379.64
24344,,Reconstruct elbow lat ligmnt,J8,5114,20.74%,"$6,878.60",36.85%,"$2,534.76"
24345,,Repr elbw med ligmnt w/tissu,A2,5114,20.74%,"$6,878.60",28.78%,"$1,063.57"
24346,,Reconstruct elbow med ligmnt,G2,5115,45.89%,"$12,665.27",0.00%,$0.00
24357,,Repair elbow perc,G2,5113,4.75%,"$3,061.63",0.06%,$0.99
24358,,Repair elbow w/deb open,G2,5113,4.75%,"$3,061.63",1.97%,$32.40
24359,,Repair elbow deb/attch open,G2,5113,4.75%,"$3,061.63",15.40%,$253.31
24360,,Reconstruct elbow joint,J8,5114,20.74%,"$6,878.60",47.49%,"$3,266.65"
24361,,Reconstruct elbow joint,J8,5116,58.67%,"$17,228.14",68.58%,"$11,815.06"
24362,,Reconstruct elbow joint,J8,5115,45.89%,"$12,665.27",48.85%,"$6,186.98"
24363,,Replace elbow joint,J8,5116,58.67%,"$17,228.14",56.41%,"$9,718.39"
24365,,Reconstruct head of radius,J8,5115,45.89%,"$12,665.27",54.80%,"$6,940.57"
24366,,Reconstruct head of radius,J8,5115,45.89%,"$12,665.27",53.59%,"$6,787.32"
24370,,Revise reconst elbow joint,J8,5115,45.89%,"$12,665.27",31.00%,"$3,926.23"
24371,,Revise reconst elbow joint,J8,5116,58.67%,"$17,228.14",34.71%,"$5,979.89"
24400,,Osteot humerus w/wo int fixj,A2,5114,20.74%,"$6,878.60",18.26%,$674.80
24410,,Mlt osteot rlgnm imed rd hum,G2,5115,45.89%,"$12,665.27",0.00%,$0.00
24420,,Osteoplasty humerus,G2,5114,20.74%,"$6,878.60",0.00%,$0.00
24430,,Rpr non/mal humerus wo graft,J8,5115,45.89%,"$12,665.27",36.89%,"$4,672.22"
24435,,Rpr non/mal hum with agrft,J8,5115,45.89%,"$12,665.27",38.39%,"$4,862.20"
24470,,Hemiepiphyseal arrest,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
24495,,Decompression fasct forearm,A2,5114,20.74%,"$6,878.60",0.00%,$0.00
24498,,Proph tx w/wo mthylmthcrylt,J8,5115,45.89%,"$12,665.27",36.15%,"$4,578.50"
24500,,Cltx humrl shft fx w/o mnpj,A2,5111,0.04%,$252.29,0.00%,$0.00
24505,,Cltx humrl shft fx w/mnpj,A2,5112,0.20%,"$1,624.70",1.29%,$11.26
24515,,Optx humrl shft fx plate/scr,J8,5115,45.89%,"$12,665.27",34.36%,"$4,351.79"
24516,,Tx humrl shaft fx imed implt,J8,5115,45.89%,"$12,665.27",36.83%,"$4,664.62"
24530,,Cltx sprcndylr humeral fx wo,A2,5111,0.04%,$252.29,0.00%,$0.00
24535,,Cltx sprcndylr humeral fx w/,A2,5112,0.20%,"$1,624.70",0.54%,$4.71
24538,,Prq skel fix sprcndlr hum fx,A2,5114,20.74%,"$6,878.60",13.65%,$504.44
24545,,Optx hum fx wo ntrcndylr xtn,J8,5115,45.89%,"$12,665.27",39.71%,"$5,029.38"
24546,,Optx hum fx w/ntrcndylr xtn,J8,5115,45.89%,"$12,665.27",40.00%,"$5,066.11"
24560,,Cltx hum epcndylr fx wo mnpj,A2,5111,0.04%,$252.29,0.00%,$0.00
24565,,Cltx hum epcndylr fx w/mnpj,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
24566,,Prq skel fix epcndylr hum fx,A2,5112,0.20%,"$1,624.70",0.61%,$5.32
24575,,Optx humeral epcndylr fx,J8,5115,45.89%,"$12,665.27",31.00%,"$3,926.23"
24576,,Cltx humrl cndylr fx wo mnpj,A2,5111,0.04%,$252.29,0.00%,$0.00
24577,,Cltx humrl cndylr fx w/mnpj,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
24579,,Optx humrl cndylr fracture,J8,5115,45.89%,"$12,665.27",34.41%,"$4,358.12"
24582,,Prq skel fix humrl cndylr fx,J8,5114,20.74%,"$6,878.60",32.10%,"$2,208.03"
24586,,Optx partclr fx&/dislc elbow,J8,5115,45.89%,"$12,665.27",38.96%,"$4,934.39"
24587,,Optx partclr fx&/dslc elbw w,J8,5115,45.89%,"$12,665.27",46.99%,"$5,951.41"
24600,,Tx clsd elbow dislc w/o anes,A2,5111,0.04%,$252.29,0.00%,$0.00
24605,,Tx clsd elbow dislc req anes,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
24615,,Optx aqt/chrnc elbow dislc,J8,5114,20.74%,"$6,878.60",53.47%,"$3,677.99"
24620,,Cltx monteggia fx dislc elbw,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
24635,,Optx monteggia fx dislc elbw,J8,5114,20.74%,"$6,878.60",36.87%,"$2,536.14"
24640,,Cltx rdl head sublxtj nrsemd,P3,5111,0.04%,$252.29,0.00%,$0.00
24650,,Cltx rdl head/nck fx wo mnpj,P2,5111,0.04%,$252.29,0.00%,$0.00
24655,,Cltx rdl head/nck fx w/mnpj,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
24665,,Optx radial head/neck fx,A2,5114,20.74%,"$6,878.60",30.13%,"$1,113.46"
24666,,Optx radial head/nck fx rplc,J8,5115,45.89%,"$12,665.27",48.95%,"$6,199.65"
24670,,Cltx ulnar fx prox w/o mnpj,A2,5111,0.04%,$252.29,0.00%,$0.00
24675,,Cltx ulnar fx prox w/mnpj,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
24685,,Optx ulnar fx prox end w/fix,J8,5114,20.74%,"$6,878.60",32.16%,"$2,212.16"
24800,,Arthrodesis elbw joint local,A2,5114,20.74%,"$6,878.60",0.00%,$0.00
24802,,Arthrd elbow jt autog graft,G2,5115,45.89%,"$12,665.27",0.00%,$0.00
24900,,Amputation of upper arm,G2,5115,45.89%,"$12,665.27",0.00%,$0.00
24920,,Amputation of upper arm,G2,5115,45.89%,"$12,665.27",0.00%,$0.00
24925,,Amputation follow-up surgery,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
24930,,Amputation follow-up surgery,G2,5114,20.74%,"$6,878.60",0.00%,$0.00
24931,,Amputate upper arm & implant,J8,5115,45.89%,"$12,665.27",45.89%,"$5,812.09"
24935,,Revision of amputation,G2,5114,20.74%,"$6,878.60",0.00%,$0.00
24940,,Revision of upper arm,J8,5115,45.89%,"$12,665.27",45.89%,"$5,812.09"
25000,,Incision of tendon sheath,A2,5112,0.20%,"$1,624.70",0.06%,$0.52
25001,,Incise flexor carpi radialis,G2,5113,4.75%,"$3,061.63",0.00%,$0.00
25020,,Decompress forearm 1 space,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
25023,,Decompress forearm 1 space,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25024,,Decompress forearm 2 spaces,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25025,,Decompress forearm 2 spaces,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
25028,,I&d f/arm&/wrst dp absc/hmtm,A2,5113,4.75%,"$3,061.63",0.38%,$6.25
25031,,I&d forearm&/wrist bursa,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
25035,,Inc dp bone crtx f/arm&/wrst,A2,5114,20.74%,"$6,878.60",0.00%,$0.00
25040,,Arthrt rdcrpl/midcarpl jt,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25065,,Biopsy forearm soft tissues,P3,5072,8.66%,"$1,381.18",0.00%,$0.00
25066,,Biopsy forearm soft tissues,A2,5073,1.54%,"$2,323.60",0.00%,$0.00
25071,,Exc forearm les sc 3 cm/>,G2,5072,8.66%,"$1,381.18",0.16%,$1.19
25073,,Exc forearm tum deep 3 cm/>,G2,5073,1.54%,"$2,323.60",0.41%,$5.12
25075,,Exc forearm les sc < 3 cm,G2,5072,8.66%,"$1,381.18",0.10%,$0.74
25076,,Exc forearm tum deep < 3 cm,G2,5072,8.66%,"$1,381.18",0.00%,$0.00
25077,,Resect forearm/wrist tum<3cm,G2,5073,1.54%,"$2,323.60",0.00%,$0.00
25078,,Resect forarm/wrist tum 3cm>,G2,5073,1.54%,"$2,323.60",0.00%,$0.00
25085,,Incision of wrist capsule,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25100,,Biopsy of wrist joint,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25101,,Explore/treat wrist joint,A2,5113,4.75%,"$3,061.63",0.02%,$0.33
25105,,Remove wrist joint lining,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25107,,Remove wrist joint cartilage,A2,5113,4.75%,"$3,061.63",10.11%,$166.30
25109,,Excise tendon forearm/wrist,G2,5113,4.75%,"$3,061.63",2.28%,$37.50
25110,,Remove wrist tendon lesion,A2,5112,0.20%,"$1,624.70",4.62%,$40.33
25111,,Remove wrist tendon lesion,A2,5112,0.20%,"$1,624.70",0.14%,$1.22
25112,,Reremove wrist tendon lesion,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
25115,,Remove wrist/forearm lesion,A2,5112,0.20%,"$1,624.70",1.37%,$11.96
25116,,Remove wrist/forearm lesion,A2,5113,4.75%,"$3,061.63",0.01%,$0.16
25118,,Excise wrist tendon sheath,A2,5112,0.20%,"$1,624.70",0.03%,$0.26
25119,,Partial removal of ulna,A2,5113,4.75%,"$3,061.63",12.66%,$208.24
25120,,Removal of forearm lesion,A2,5113,4.75%,"$3,061.63",0.61%,$10.03
25125,,Remove/graft forearm lesion,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
25126,,Remove/graft forearm lesion,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25130,,Removal of wrist lesion,A2,5113,4.75%,"$3,061.63",0.29%,$4.77
25135,,Remove & graft wrist lesion,A2,5114,20.74%,"$6,878.60",0.00%,$0.00
25136,,Remove & graft wrist lesion,A2,5114,20.74%,"$6,878.60",0.00%,$0.00
25145,,Remove forearm bone lesion,A2,5113,4.75%,"$3,061.63",29.43%,$484.09
25150,,Partial removal of ulna,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25151,,Partial removal of radius,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25170,,Resect radius/ulnar tumor,G2,5114,20.74%,"$6,878.60",0.00%,$0.00
25210,,Removal of wrist bone,A2,5113,4.75%,"$3,061.63",7.89%,$129.78
25215,,Removal of wrist bones,A2,5113,4.75%,"$3,061.63",3.88%,$63.82
25230,,Partial removal of radius,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25240,,Partial removal of ulna,A2,5113,4.75%,"$3,061.63",2.37%,$38.98
25246,,Injection for wrist x-ray,N1,,,,,
25248,,Remove forearm foreign body,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
25250,,Removal of wrist prosthesis,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
25251,,Removal of wrist prosthesis,A2,5113,4.75%,"$3,061.63",5.06%,$83.23
25259,,Manipulate wrist w/anesthes,G2,5112,0.20%,"$1,624.70",0.00%,$0.00
25260,,Repair forearm tendon/muscle,A2,5113,4.75%,"$3,061.63",1.74%,$28.62
25263,,Repair forearm tendon/muscle,A2,5114,20.74%,"$6,878.60",5.49%,$202.88
25265,,Repair forearm tendon/muscle,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25270,,Repair forearm tendon/muscle,A2,5113,4.75%,"$3,061.63",8.30%,$136.52
25272,,Repair forearm tendon/muscle,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25274,,Repair forearm tendon/muscle,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25275,,Repair forearm tendon sheath,A2,5113,4.75%,"$3,061.63",32.42%,$533.27
25280,,Revise wrist/forearm tendon,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25290,,Incise wrist/forearm tendon,A2,5113,4.75%,"$3,061.63",6.37%,$104.78
25295,,Release wrist/forearm tendon,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25300,,Fusion of tendons at wrist,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25301,,Fusion of tendons at wrist,A2,5113,4.75%,"$3,061.63",7.84%,$128.96
25310,,Transplant forearm tendon,A2,5113,4.75%,"$3,061.63",1.72%,$28.29
25312,,Transplant forearm tendon,A2,5113,4.75%,"$3,061.63",3.89%,$63.99
25315,,Revise palsy hand tendon(s),A2,5114,20.74%,"$6,878.60",0.00%,$0.00
25316,,Revise palsy hand tendon(s),A2,5114,20.74%,"$6,878.60",0.00%,$0.00
25320,,Repair/revise wrist joint,G2,5114,20.74%,"$6,878.60",21.33%,$788.26
25332,,Revise wrist joint,J8,5113,4.75%,"$3,061.63",32.22%,$986.46
25335,,Centralization wrist on ulna,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25337,,Reconstruct ulna/radioulnar,A2,5114,20.74%,"$6,878.60",23.39%,$864.38
25350,,Revision of radius,J8,5114,20.74%,"$6,878.60",33.33%,"$2,292.64"
25355,,Revision of radius,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25360,,Revision of ulna,J8,5114,20.74%,"$6,878.60",43.32%,"$2,979.81"
25365,,Revise radius & ulna,A2,5115,45.89%,"$12,665.27",0.00%,$0.00
25370,,Revise radius or ulna,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25375,,Revise radius & ulna,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25390,,Shorten radius or ulna,J8,5114,20.74%,"$6,878.60",33.75%,"$2,321.53"
25391,,Lengthen radius or ulna,J8,5115,45.89%,"$12,665.27",49.57%,"$6,278.17"
25392,,Shorten radius & ulna,A2,5114,20.74%,"$6,878.60",0.00%,$0.00
25393,,Lengthen radius & ulna,J8,5114,20.74%,"$6,878.60",32.41%,"$2,229.35"
25394,,Repair carpal bone shorten,G2,5113,4.75%,"$3,061.63",0.00%,$0.00
25400,,Repair radius or ulna,J8,5114,20.74%,"$6,878.60",37.87%,"$2,604.93"
25405,,Repair/graft radius or ulna,J8,5114,20.74%,"$6,878.60",37.62%,"$2,587.73"
25415,,Repair radius & ulna,J8,5114,20.74%,"$6,878.60",38.65%,"$2,658.58"
25420,,Repair/graft radius & ulna,J8,5114,20.74%,"$6,878.60",45.05%,"$3,098.81"
25425,,Repair/graft radius or ulna,J8,5114,20.74%,"$6,878.60",68.01%,"$4,678.14"
25426,,Repair/graft radius & ulna,J8,5113,4.75%,"$3,061.63",37.01%,"$1,133.11"
25430,,Vasc graft into carpal bone,G2,5113,4.75%,"$3,061.63",0.00%,$0.00
25431,,Repair nonunion carpal bone,J8,5114,20.74%,"$6,878.60",53.25%,"$3,662.85"
25440,,Repair nonu scphd carpl b1,A2,5114,20.74%,"$6,878.60",15.27%,$564.31
25441,,Arthrp w/prostc dstl rds,J8,5115,45.89%,"$12,665.27",74.27%,"$9,406.50"
25442,,Arthrp w/prostc dstl ulna,J8,5116,58.67%,"$17,228.14",61.75%,"$10,638.38"
25443,,Arthrp prostc dstl scph crpl,J8,5114,20.74%,"$6,878.60",50.81%,"$3,495.02"
25444,,Arthrp w/prostc lunate,J8,5115,45.89%,"$12,665.27",72.22%,"$9,146.86"
25445,,Arthrp w/prostc trapezium,J8,5114,20.74%,"$6,878.60",44.04%,"$3,029.34"
25446,,Arthrp w/prostc dst rds&crps,J8,5116,58.67%,"$17,228.14",66.16%,"$11,398.14"
25447,,Arthrp ntrcrp/crp/mtcr ntrps,A2,5113,4.75%,"$3,061.63",23.51%,$386.71
25448,,Arthrp ntrcrpl/crp/mtcrp ssp,G2,5113,4.75%,"$3,061.63",0.00%,$0.00
25449,,Revj arthrp wrist joint,A2,5114,20.74%,"$6,878.60",39.38%,"$1,455.30"
25450,,Epiphysl arrst dstl rds/ulna,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25455,,Epiphysl arrst dstl rds&ulna,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25490,,Prophylactic tx radius,A2,5114,20.74%,"$6,878.60",0.00%,$0.00
25491,,Prophylactic tx ulna,J8,5115,45.89%,"$12,665.27",31.00%,"$3,926.23"
25492,,Prophylactic tx radius&ulna,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25500,,Cltx rdl shft fx w/o mnpj,P2,5111,0.04%,$252.29,0.00%,$0.00
25505,,Cltx rdl shft fx w/mnpj,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
25515,,Optx radial shaft fracture,J8,5114,20.74%,"$6,878.60",30.13%,"$2,072.52"
25520,,Cltx rdl shft fx&dislc,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
25525,,Optx rdl shft fx&cltx rad/ul,J8,5114,20.74%,"$6,878.60",39.14%,"$2,692.28"
25526,,Optx rdl shft fx&dstl rad/ul,J8,5114,20.74%,"$6,878.60",35.26%,"$2,425.39"
25530,,Cltx ulnar shft fx w/o mnpj,P2,5111,0.04%,$252.29,0.00%,$0.00
25535,,Cltx ulnar shft fx w/mnpj,A2,5111,0.04%,$252.29,0.00%,$0.00
25545,,Optx ulnar shft fx int fixj,J8,5114,20.74%,"$6,878.60",30.08%,"$2,069.08"
25560,,Cltx rdl&uln shft fx wo mnpj,P2,5111,0.04%,$252.29,0.00%,$0.00
25565,,Cltx rdl&uln shft fx w/mnpj,A2,5112,0.20%,"$1,624.70",2.31%,$20.16
25574,,Optx rdl&uln shft fx rds/uln,J8,5114,20.74%,"$6,878.60",45.96%,"$3,161.40"
25575,,Optx rdl&uln shft fx rds&uln,J8,5114,20.74%,"$6,878.60",36.36%,"$2,501.06"
25600,,Cltx dst rdl fx/ephys sep wo,P2,5111,0.04%,$252.29,0.00%,$0.00
25605,,Cltx dst rdl fx/ephys sep w/,A2,5112,0.20%,"$1,624.70",0.91%,$7.94
25606,,Perq skel fixj dstl rdl fx,A2,5113,4.75%,"$3,061.63",2.71%,$44.58
25607,,Optx dst rd xartc fx/epi sep,J8,5114,20.74%,"$6,878.60",40.07%,"$2,756.26"
25608,,Optx dst rd xart fx/epi sep2,J8,5114,20.74%,"$6,878.60",40.37%,"$2,776.89"
25609,,Optx dst rd xart fx/ep sep3+,J8,5114,20.74%,"$6,878.60",41.43%,"$2,849.80"
25622,,Cltx carpl scphd fx w/o mnpj,P2,5111,0.04%,$252.29,0.00%,$0.00
25624,,Cltx carpl scphd fx w/mnpj,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
25628,,Optx carpl scphd fx int fixj,A2,5114,20.74%,"$6,878.60",18.07%,$667.78
25630,,Cltx carpl fx w/o mnpj ea b1,P2,5111,0.04%,$252.29,0.00%,$0.00
25635,,Cltx carpl fx w/mnpj ea b1,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
25645,,Optx crpl fx oth/thn scph ea,A2,5113,4.75%,"$3,061.63",20.93%,$344.27
25650,,Cltx ulnar styloid fracture,P2,5111,0.04%,$252.29,0.00%,$0.00
25651,,Perq skel fix ulnar styld fx,J8,5113,4.75%,"$3,061.63",48.67%,"$1,490.10"
25652,,Optx ulnar styloid fracture,J8,5114,20.74%,"$6,878.60",31.77%,"$2,185.33"
25660,,Cltx rdcrpl/ntrcrpl dislc 1+,A2,5111,0.04%,$252.29,0.00%,$0.00
25670,,Optx rdcrpl/ntrcrpl dislc 1+,J8,5114,20.74%,"$6,878.60",31.00%,"$2,132.37"
25671,,Perq skel fix rad/uln dislc,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25675,,Cltx dstl rad/uln dislc mnpj,A2,5111,0.04%,$252.29,0.00%,$0.00
25676,,Optx rad/uln dislc aqt/chrnc,A2,5114,20.74%,"$6,878.60",0.00%,$0.00
25680,,Cltx trns-scphprlnr fx mnpj,A2,5111,0.04%,$252.29,11.57%,$15.68
25685,,Optx trns-scphprlnr fx dislc,A2,5114,20.74%,"$6,878.60",27.74%,"$1,025.14"
25690,,Cltx lunate dislc w/mnpj,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
25695,,Optx lunate dislocation,A2,5114,20.74%,"$6,878.60",0.00%,$0.00
25800,,Arthrd wrist complete wo grf,J8,5114,20.74%,"$6,878.60",46.88%,"$3,224.69"
25805,,Arthrd wrist w/sliding graft,A2,5114,20.74%,"$6,878.60",22.66%,$837.41
25810,,Arthrd wrst iliac/oth agrft,J8,5115,45.89%,"$12,665.27",39.29%,"$4,976.18"
25820,,Arthrd wrist lmtd w/o b1 grf,J8,5114,20.74%,"$6,878.60",43.01%,"$2,958.49"
25825,,Arthrd wrist with autograft,J8,5114,20.74%,"$6,878.60",31.81%,"$2,188.08"
25830,,Arthrd dst rad/ul jt sgm rsc,A2,5114,20.74%,"$6,878.60",28.64%,"$1,058.40"
25900,,Amputation of forearm,G2,5114,20.74%,"$6,878.60",0.00%,$0.00
25905,,Amputation of forearm,G2,5114,20.74%,"$6,878.60",0.00%,$0.00
25907,,Amputation follow-up surgery,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
25909,,Amputation follow-up surgery,G2,5114,20.74%,"$6,878.60",0.00%,$0.00
25915,,Amputation of forearm,G2,5114,20.74%,"$6,878.60",0.00%,$0.00
25920,,Amputate hand at wrist,G2,5113,4.75%,"$3,061.63",0.00%,$0.00
25922,,Amputate hand at wrist,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
25924,,Amputation follow-up surgery,G2,5113,4.75%,"$3,061.63",0.00%,$0.00
25927,,Amputation of hand,G2,5113,4.75%,"$3,061.63",0.00%,$0.00
25929,,Amputation follow-up surgery,A2,5054,0.73%,"$2,100.65",0.00%,$0.00
25931,,Amputation follow-up surgery,G2,5113,4.75%,"$3,061.63",0.00%,$0.00
26010,,Drainage of finger abscess,P2,5051,0.00%,$205.18,0.02%,$0.02
26011,,Drainage of finger abscess,A2,5072,8.66%,"$1,381.18",0.05%,$0.37
26020,,Drain hand tendon sheath,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
26025,,Drainage of palm bursa,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
26030,,Drainage of palm bursas,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
26034,,Treat hand bone lesion,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
26035,,Decompress fingers/hand,G2,5113,4.75%,"$3,061.63",0.00%,$0.00
26037,,Decompress fingers/hand,G2,5113,4.75%,"$3,061.63",0.00%,$0.00
26040,,Release palm contracture,A2,5112,0.20%,"$1,624.70",0.13%,$1.13
26045,,Release palm contracture,A2,5113,4.75%,"$3,061.63",0.18%,$2.96
26055,,Incise finger tendon sheath,A2,5112,0.20%,"$1,624.70",0.04%,$0.35
26060,,Incision of finger tendon,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
26070,,Explore/treat hand joint,A2,5112,0.20%,"$1,624.70",2.22%,$19.38
26075,,Explore/treat finger joint,A2,5113,4.75%,"$3,061.63",0.29%,$4.77
26080,,Explore/treat finger joint,A2,5112,0.20%,"$1,624.70",0.30%,$2.62
26100,,Biopsy hand joint lining,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
26105,,Biopsy finger joint lining,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
26110,,Biopsy finger joint lining,A2,5112,0.20%,"$1,624.70",2.88%,$25.14
26111,,Exc hand les sc 1.5 cm/>,G2,5072,8.66%,"$1,381.18",0.02%,$0.15
26113,,Exc hand tum deep 1.5 cm/>,G2,5072,8.66%,"$1,381.18",0.00%,$0.00
26115,,Exc hand les sc < 1.5 cm,G2,5072,8.66%,"$1,381.18",0.14%,$1.04
26116,,Exc hand tum deep < 1.5 cm,G2,5072,8.66%,"$1,381.18",0.02%,$0.15
26117,,Rad resect hand tumor < 3 cm,G2,5073,1.54%,"$2,323.60",3.17%,$39.57
26118,,Rad resect hand tumor 3 cm/>,G2,5073,1.54%,"$2,323.60",0.00%,$0.00
26121,,Release palm contracture,A2,5113,4.75%,"$3,061.63",0.15%,$2.47
26123,,Release palm contracture,A2,5113,4.75%,"$3,061.63",0.38%,$6.25
26125,,Release palm contracture,N1,,,,,
26130,,Remove wrist joint lining,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
26135,,Revise finger joint each,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
26140,,Revise finger joint each,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
26145,,Tendon excision palm/finger,A2,5112,0.20%,"$1,624.70",0.24%,$2.09
26160,,Remove tendon sheath lesion,A2,5112,0.20%,"$1,624.70",0.07%,$0.61
26170,,Removal of palm tendon each,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
26180,,Removal of finger tendon,A2,5112,0.20%,"$1,624.70",0.39%,$3.40
26185,,Remove finger bone,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
26200,,Remove hand bone lesion,A2,5112,0.20%,"$1,624.70",0.63%,$5.50
26205,,Remove/graft bone lesion,A2,5114,20.74%,"$6,878.60",2.66%,$98.30
26210,,Removal of finger lesion,A2,5112,0.20%,"$1,624.70",0.47%,$4.10
26215,,Remove/graft finger lesion,A2,5113,4.75%,"$3,061.63",1.23%,$20.23
26230,,Partial removal of hand bone,A2,5113,4.75%,"$3,061.63",0.83%,$13.65
26235,,Partial removal finger bone,A2,5112,0.20%,"$1,624.70",0.01%,$0.09
26236,,Partial removal finger bone,A2,5112,0.20%,"$1,624.70",0.20%,$1.75
26250,,Extensive hand surgery,J8,5113,4.75%,"$3,061.63",50.74%,"$1,553.47"
26260,,Resect prox finger tumor,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
26262,,Resect distal finger tumor,A2,5112,0.20%,"$1,624.70",0.00%,$0.00
26320,,Removal of implant from hand,A2,5072,8.66%,"$1,381.18",1.63%,$12.10
26340,,Manipulate finger w/anesth,G2,5112,0.20%,"$1,624.70",0.00%,$0.00
26341,,Manipulat palm cord post inj,P3,5111,0.04%,$252.29,0.00%,$0.00
26350,,Repair finger/hand tendon,A2,5113,4.75%,"$3,061.63",8.93%,$146.89
26352,,Repair/graft hand tendon,A2,5114,20.74%,"$6,878.60",14.80%,$546.94
26356,,Repair finger/hand tendon,A2,5113,4.75%,"$3,061.63",6.24%,$102.64
26357,,Repair finger/hand tendon,A2,5113,4.75%,"$3,061.63",5.04%,$82.90
26358,,Repair/graft hand tendon,A2,5114,20.74%,"$6,878.60",0.08%,$2.96
26370,,Repair finger/hand tendon,A2,5113,4.75%,"$3,061.63",9.57%,$157.41
26372,,Repair/graft hand tendon,A2,5114,20.74%,"$6,878.60",8.78%,$324.47
26373,,Repair finger/hand tendon,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
26390,,Revise hand/finger tendon,J8,5114,20.74%,"$6,878.60",31.00%,"$2,132.37"
26392,,Repair/graft hand tendon,A2,5114,20.74%,"$6,878.60",0.00%,$0.00
26410,,Repair hand tendon,A2,5112,0.20%,"$1,624.70",0.01%,$0.09
26412,,Repair/graft hand tendon,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
26415,,Excision hand/finger tendon,A2,5113,4.75%,"$3,061.63",0.24%,$3.95
26416,,Graft hand or finger tendon,A2,5113,4.75%,"$3,061.63",0.00%,$0.00
26418,,Repair finger tendon,A2,5112,0.20%,"$1,624.70",2.35%,$20.51
26420,,Repair/graft finger tendon,A2,5113,4.75%,"$3,061.63",1.51%,$24.84
26426,,Repair finger/hand tendon,A2,5113,4.75%,"$3,061.63",9.15%,$150.51
26428,,Repair/graft finger tendon,A2,5113,4.75%,"$3,061.63",5.97%,$98.20
26432,,Repair finger tendon,A2,5112,0.20%,"$1,624.70",1.45%,$12.66
